norma,artigo,sigla,nome,tipo,pertence_a,fonte_url
Decreto nº 57.588/2017,Art. 2º,IQ-SC,Supervisão de Cultura,Supervisão,IQ-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,IQ-SEL,Supervisão de Esportes e Lazer,Supervisão,IQ-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",IT-GAB,Gabinete do Subprefeito,Gabinete,SUB-IT,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",IT-AJ,Assessoria Jurídica,Assessoria,IT-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",IT-AC,Assessoria Executiva de Comunicação,Assessoria,IT-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",IT-AT,Assessoria Técnica,Assessoria,IT-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",IT-PAT,Praça de Atendimento ao Público,Unidade,IT-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",IT-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-IT,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",IT-SAS,Supervisão de Administração e Suprimentos,Supervisão,IT-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",IT-SF,Supervisão de Finanças,Supervisão,IT-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",IT-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,IT-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,IT-AJTI,Núcleo de Informática,Núcleo (informal),IT-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",IT-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-IT,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",IT-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,IT-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",IT-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,IT-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",IT-STF,Supervisão Técnica de Fiscalização,Supervisão,IT-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",IT-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-IT,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",IT-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,IT-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",IT-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,IT-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",IT-STM,Supervisão Técnica de Manutenção,Supervisão,IT-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,IT-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-IT,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,IT-HABI,Supervisão de Habitação,Supervisão,IT-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,IT-SC,Supervisão de Cultura,Supervisão,IT-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,IT-SEL,Supervisão de Esportes e Lazer,Supervisão,IT-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",JA-GAB,Gabinete do Subprefeito,Gabinete,SUB-JA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",JA-AJ,Assessoria Jurídica,Assessoria,JA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",JA-AC,Assessoria Executiva de Comunicação,Assessoria,JA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",JA-AT,Assessoria Técnica,Assessoria,JA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",JA-PAT,Praça de Atendimento ao Público,Unidade,JA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",JA-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-JA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",JA-SAS,Supervisão de Administração e Suprimentos,Supervisão,JA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",JA-SF,Supervisão de Finanças,Supervisão,JA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",JA-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,JA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,JA-AJTI,Núcleo de Informática,Núcleo (informal),JA-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",JA-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-JA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",JA-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,JA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",JA-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,JA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",JA-STF,Supervisão Técnica de Fiscalização,Supervisão,JA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",JA-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-JA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",JA-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,JA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",JA-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,JA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",JA-STM,Supervisão Técnica de Manutenção,Supervisão,JA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,JA-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-JA,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,JA-HABI,Supervisão de Habitação,Supervisão,JA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,JA-SC,Supervisão de Cultura,Supervisão,JA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,JA-SEL,Supervisão de Esportes e Lazer,Supervisão,JA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",JT-GAB,Gabinete do Subprefeito,Gabinete,SUB-JT,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",JT-AJ,Assessoria Jurídica,Assessoria,JT-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",JT-AC,Assessoria Executiva de Comunicação,Assessoria,JT-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",JT-AT,Assessoria Técnica,Assessoria,JT-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",JT-PAT,Praça de Atendimento ao Público,Unidade,JT-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",JT-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-JT,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",JT-SAS,Supervisão de Administração e Suprimentos,Supervisão,JT-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",JT-SF,Supervisão de Finanças,Supervisão,JT-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",JT-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,JT-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,JT-AJTI,Núcleo de Informática,Núcleo (informal),JT-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",JT-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-JT,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",JT-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,JT-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",JT-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,JT-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",JT-STF,Supervisão Técnica de Fiscalização,Supervisão,JT-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",JT-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-JT,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",JT-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,JT-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",JT-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,JT-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",JT-STM,Supervisão Técnica de Manutenção,Supervisão,JT-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,JT-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-JT,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,JT-HABI,Supervisão de Habitação,Supervisão,JT-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,JT-SC,Supervisão de Cultura,Supervisão,JT-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,JT-SEL,Supervisão de Esportes e Lazer,Supervisão,JT-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",LA-GAB,Gabinete do Subprefeito,Gabinete,SUB-LA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",LA-AJ,Assessoria Jurídica,Assessoria,LA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",LA-AC,Assessoria Executiva de Comunicação,Assessoria,LA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",LA-AT,Assessoria Técnica,Assessoria,LA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",LA-PAT,Praça de Atendimento ao Público,Unidade,LA-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",LA-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-LA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",LA-SAS,Supervisão de Administração e Suprimentos,Supervisão,LA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",LA-SF,Supervisão de Finanças,Supervisão,LA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",LA-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,LA-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,LA-AJTI,Núcleo de Informática,Núcleo (informal),LA-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",LA-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-LA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",LA-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,LA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",LA-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,LA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",LA-STF,Supervisão Técnica de Fiscalização,Supervisão,LA-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",LA-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-LA,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",LA-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,LA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",LA-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,LA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",LA-STM,Supervisão Técnica de Manutenção,Supervisão,LA-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,LA-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-LA,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,LA-HABI,Supervisão de Habitação,Supervisão,LA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,LA-SC,Supervisão de Cultura,Supervisão,LA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,LA-SEL,Supervisão de Esportes e Lazer,Supervisão,LA-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",MB-GAB,Gabinete do Subprefeito,Gabinete,SUB-MB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MB-AJ,Assessoria Jurídica,Assessoria,MB-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MB-AC,Assessoria Executiva de Comunicação,Assessoria,MB-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MB-AT,Assessoria Técnica,Assessoria,MB-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MB-PAT,Praça de Atendimento ao Público,Unidade,MB-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MB-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-MB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MB-SAS,Supervisão de Administração e Suprimentos,Supervisão,MB-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MB-SF,Supervisão de Finanças,Supervisão,MB-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MB-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,MB-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,MB-AJTI,Núcleo de Informática,Núcleo (informal),MB-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",MB-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-MB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MB-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,MB-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MB-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,MB-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MB-STF,Supervisão Técnica de Fiscalização,Supervisão,MB-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MB-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-MB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MB-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,MB-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MB-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,MB-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MB-STM,Supervisão Técnica de Manutenção,Supervisão,MB-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,MB-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-MB,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MB-HABI,Supervisão de Habitação,Supervisão,MB-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MB-SC,Supervisão de Cultura,Supervisão,MB-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,MB-SEL,Supervisão de Esportes e Lazer,Supervisão,MB-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",MG-GAB,Gabinete do Subprefeito,Gabinete,SUB-MG,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MG-AJ,Assessoria Jurídica,Assessoria,MG-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MG-AC,Assessoria Executiva de Comunicação,Assessoria,MG-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MG-AT,Assessoria Técnica,Assessoria,MG-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",MG-PAT,Praça de Atendimento ao Público,Unidade,MG-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MG-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-MG,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MG-SAS,Supervisão de Administração e Suprimentos,Supervisão,MG-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MG-SF,Supervisão de Finanças,Supervisão,MG-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",MG-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,MG-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,MG-AJTI,Núcleo de Informática,Núcleo (informal),MG-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",MG-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-MG,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MG-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,MG-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MG-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,MG-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",MG-STF,Supervisão Técnica de Fiscalização,Supervisão,MG-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MG-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-MG,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MG-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,MG-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MG-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,MG-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",MG-STM,Supervisão Técnica de Manutenção,Supervisão,MG-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,MG-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-MG,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
